term	reading	frequency	kana_frequency
てんちょう	てんちょう	182615	
画本	がほん	182617	262064
浦里	うらざと	182618	
タガがゆるむ	タガがゆるむ	182619	
フォーグラー	フォーグラー	182620	
じゅうもんじ	じゅうもんじ	182621	
正常終了	せいじょうしゅうりょう	182622	
ぬかよろこび	ぬかよろこび	182623	
メシベ	メシベ	182624	
航洋	こうよう	182625	
鐘銘	しょうめい	182627	
圧入	あつにゅう	182628	
震災地	しんさいち	182629	
角界	かくかい	182630	
正法	せいほう	182631	
ロビイスト	ロビイスト	182632	
フレンチ・インディアン戦争	フレンチインディアンせんそう	182633	
葛西善蔵	かさいぜんぞう	182634	
ケージー	ケージー	182635	
立ち売り	たちうり	182637	248119
共産化	きょうさんか	182638	
べんめい	べんめい	182639	
身神	しんしん	182640	222355
軍用輸送機	ぐんようゆそうき	182641	
ヤスシ	ヤスシ	182642	
持上がる	もちあがる	182643	60175
為業	しわざ	182644	26385
延齢	えんれい	182645	
成吉思汗	ジンギスかん	182647	
ヒョウヒョウ	ヒョウヒョウ	182648	
バノックバーン	バノックバーン	182649	
環境政策	かんきょうせいさく	182650	
身ぐるみはがれる	みぐるみはがれる	182651	
経済環境	けいざいかんきょう	182652	
班田収授の法	はんでんしゅうじゅのほう	182653	
ライズボール	ライズボール	182654	
アイザックス	アイザックス	182655	
だしまき	だしまき	182657	
誕生地	たんじょうち	182658	
勝景	しょうけい	182659	
ふきや	ふきや	182660	
咀嚼力	そしゃくりょく	182661	
ブンなぐる	ブンなぐる	182662	
コルシニ	コルシニ	182663	
ジョイン	ジョイン	182664	
アボン	アボン	182665	
ラパール	ラパール	182667	
セムラ	セムラ	182668	
チチウエ	チチウエ	182669	
バンドリーダー	バンドリーダー	182670	
丹後半島	たんごはんとう	182671	
親潮	おやしお	182672	
オタガイ	オタガイ	182673	
シュテーガー	シュテーガー	182674	
サッキュバス	サッキュバス	182675	
バリトンサックス	バリトンサックス	182677	
レジオネラ症	レジオネラしょう	182678	
アジリティー	アジリティー	182679	
卵細胞	らんさいぼう	182680	
ごうきゅう	ごうきゅう	182681	
ケンメイ	ケンメイ	182682	
死んで花実が咲くものか	しんではなみがさくものか	182683	
ゼロ番目	ゼロばんめ	182684	
ほよう	ほよう	182685	
メイラード反応	メイラードはんのう	182687	
測量器	そくりょうき	182688	
アヌーク	アヌーク	182689	
自撰	じせん	182690	292870
ポコチン	ポコチン	182691	
エネルギ	エネルギ	182692	
ふうちん	ふうちん	182693	
あくむ	あくむ	182694	
尊台	そんだい	182695	244314
暗号システム	あんごうシステム	182697	
超高齢化社会	ちょうこうれいかしゃかい	182698	
グッド・モーニング	グッド・モーニング	182699	
銅羅	どら	182700	
常圧	じょうあつ	182701	
かいこく	かいこく	182702	
メーターボックス	メーターボックス	182704	
ジン・トニック	ジン・トニック	182705	
高校卒業生	こうこうそつぎょうせい	182706	
日本人会	にほんじんかい	182707	
私議	しぎ	182709	
オノノキ	オノノキ	182710	
コンスタンティヌス大帝	コンスタンティヌスたいてい	182711	
文語調	ぶんごちょう	182713	
六原	ろくはら	182714	
イソイデ	イソイデ	182715	
アルペッジョ	アルペッジョ	182716	
たっせい	たっせい	182718	
琉球列島	りゅうきゅうれっとう	182719	
紳士靴	しんしぐつ	182720	
安佐北区	あさきたく	182722	
簿冊	ぼさつ	182723	
ぬれぎぬを晴らす	ぬれぎぬをはらす	182724	
雅俗折衷	がぞくせっちゅう	182725	
バルトロメ	バルトロメ	182727	
タイムシェアリング	タイムシェアリング	182728	
円借款	えんしゃっかん	182729	
マカリオス	マカリオス	182730	
圧力波	あつりょくは	182732	
つつみなく	つつみなく	182733	
ラモス	ラモス	182734	
縦波	たてなみ	182736	
前脳	ぜんのう	182737	
駄駄	だだ	182738	
確証バイアス	かくしょうバイアス	182739	
貯炭	ちょたん	182741	
青銅器時代	せいどうきじだい	182742	
エキシビションゲーム	エキシビションゲーム	182743	
上御一人	かみごいちにん	182745	211276
シンクロトロン	シンクロトロン	182746	
白々明け	しらしらあけ	182747	224837
其の外	そのほか	182748	14682
ウイークデー	ウイークデー	182750	
リマスター	リマスター	182751	
移植コーディネーター	いしょくコーディネーター	182752	
イーブイ	イーブイ	182754	
まにし	まにし	182755	
人で無し	ひとでなし	182756	66086
投融資	とうゆうし	182757	
法律事件	ほうりつじけん	182759	
降三世明王	ごうざんぜみょうおう	182760	
ナッソー	ナッソー	182761	
大屋さん	おおやさん	182763	179671
カジメ	カジメ	182764	
ソクラテスの死	ソクラテスのし	182765	
オドシ	オドシ	182766	
有塩バター	ゆうえんバター	182768	
ジョコンド	ジョコンド	182769	
桂川甫周	かつらがわほしゅう	182770	
感作	かんさ	182772	
しろぶどうしゅ	しろぶどうしゅ	182773	
アロエベラ	アロエベラ	182774	
無断転載	むだんてんさい	182775	
縦射	じゅうしゃ	182777	
グレイアム	グレイアム	182778	
ハサミムシ	ハサミムシ	182779	
本地垂迹説	ほんじすいじゃくせつ	182780	
壹	いち	182782	10096
ごがん	ごがん	182783	
ウインナーソーセージ	ウインナーソーセージ	182784	
ファリエール	ファリエール	182786	
ドンタク	ドンタク	182787	
ヘイスティングス	ヘイスティングス	182788	
こうかんにっき	こうかんにっき	182789	
尽未来際	じんみらいさい	182791	239856
粕漬け	かすづけ	182792	270271
きゅうそく	きゅうそく	182793	
野党連合	やとうれんごう	182795	
メッセージ・カード	メッセージ・カード	182796	
トガリネズミ	トガリネズミ	182797	
ジャガンナート	ジャガンナート	182798	
久松町	ひさまつちょう	182800	
勢	いきおい	182801	28077
御嶽	みたけ	182802	
シキリ	シキリ	182803	
大つごもり	おおつごもり	182804	
利用明細	りようめいさい	182805	
ブレーンストーミング	ブレーンストーミング	182807	
斑入り	ふいり	182808	249152
パークタウン	パークタウン	182809	
不敬虔	ふけいけん	182810	
めしたき	めしたき	182811	
イイコイイコ	イイコイイコ	182812	
炭酸で割る	たんさんでわる	182813	
千本格子	せんぼんごうし	182814	286328
兎もあれ	ともあれ	182816	5894
ＭＥＲＳコロナウイルス	マーズコロナウイルス	182817	
石菖	せきしょう	182818	214387
眉山	まゆやま	182819	
成合	なりあい	182820	
しょういん	しょういん	182821	
海軍士官学校	かいぐんしかんがっこう	182822	
指導主事	しどうしゅじ	182823	
法的整理	ほうてきせいり	182825	
マセラッティ	マセラッティ	182826	
きおい	きおい	182827	
パブリックスペース	パブリックスペース	182828	
ウィルモア	ウィルモア	182829	
半角スペース	はんかくスペース	182830	
ええ格好しい	ええかっこしい	182831	112598
クラインフェルター症候群	クラインフェルターしょうこうぐん	182832	
プロティノス	プロティノス	182834	
付加価値税	ふかかちぜい	182835	
プランジャー	プランジャー	182836	
去水	きゅうすい	182837	
特別行政区	とくべつぎょうせいく	182838	
コミンターン	コミンターン	182839	
ストア学派	ストアがくは	182840	
横根	よこね	182841	
じょうやく	じょうやく	182843	
面面	めんめん	182844	313088
管理通貨制度	かんりつうかせいど	182845	
庭づくり	にわづくり	182846	
破魔弓	はまゆみ	182847	
ハイゼ	ハイゼ	182848	
向ヶ丘遊園駅	むこうがおかゆうえんえき	182849	
きょうしょ	きょうしょ	182850	
まん汁	まんじる	182852	
諸子	もろこ	182853	153559
且つ又	かつまた	182854	66588
ひまし油	ひましゆ	182855	
コレヒドール	コレヒドール	182856	
公器	こうき	182857	
憲悟	けんご	182858	
じょうよく	じょうよく	182859	
突き砕く	つきくだく	182861	
抜穂	ぬきほ	182862	
バッティングケージ	バッティングケージ	182863	
日米貿易	にちべいぼうえき	182864	
キュウニ	キュウニ	182865	
ふりつけ	ふりつけ	182866	
バイオプラスチック	バイオプラスチック	182867	
通義	みちよし	182868	
風蝕	ふうしょく	182870	
つきびと	つきびと	182871	
撓り	しなり	182872	54397
不精不精	ふしょうぶしょう	182873	120265
種切れになる	たねぎれになる	182874	
イスキア	イスキア	182875	
結球	けっきゅう	182876	233566
キント	キント	182877	
木草	きくさ	182879	
ページャ	ページャ	182880	
仕向る	しむける	182881	44791
漁区	ぎょく	182882	
スウェーデン体操	スウェーデンたいそう	182883	
絢瀬	あやせ	182884	
見掛け上	みかけじょう	182885	
専門部会	せんもんぶかい	182886	
ガリヴァー旅行記	ガリヴァーりょこうき	182888	
アルビレックス	アルビレックス	182889	
反動思想	はんどうしそう	182890	
ネムリ	ネムリ	182891	
辻待	つじまち	182892	220527
累犯者	るいはんしゃ	182893	
ひおうぎ	ひおうぎ	182894	
ワイルズ	ワイルズ	182895	
康勝	こうしょう	182897	
つつみもの	つつみもの	182898	
かつようじゅ	かつようじゅ	182899	
腎炎	じんえん	182900	170411
エバ	エバ	182901	
ニードロップ	ニードロップ	182902	
えきたい	えきたい	182903	
アンデルソン	アンデルソン	182904	
萌え袖	もえそで	182906	
地震帯	じしんたい	182907	
奉加帳	ほうがちょう	182908	246224
あかもん	あかもん	182909	
メジエール	メジエール	182910	
漢法	かんぽう	182911	
子宮頸管	しきゅうけいかん	182912	
らてん	らてん	182914	
ボイパ	ボイパ	182915	
らくさ	らくさ	182916	
カルスト	カルスト	182917	
木棉	きわた	182918	191882
オメーラ	オメーラ	182919	
ハチロー	ハチロー	182921	
不空成就	ふくうじょうじゅ	182922	
要りよう	いりよう	182923	240941
オイレンブルク	オイレンブルク	182924	
しおがま	しおがま	182925	
ハシリ	ハシリ	182926	
ポンタルリエ	ポンタルリエ	182927	
りゅうがん	りゅうがん	182929	
恋水	こいみず	182930	
エコロジカル	エコロジカル	182931	
たい肥	たいひ	182932	125333
こうどう	こうどう	182933	
挌闘	かくとう	182934	112195
脳年齢	のうねんれい	182935	
いのう	いのう	182937	
打抜く	うちぬく	182938	128525
カネコ	カネコ	182939	
浜焼き	はまやき	182940	
通勤列車	つうきんれっしゃ	182941	
平和記念公園	へいわきねんこうえん	182942	
ひびかす	ひびかす	182944	
石持	いしもち	182945	241746
仏文学	ふつぶんがく	182946	
透破	とっぱ	182947	
彩管	さいかん	182948	
イヌザメ	イヌザメ	182949	
宇宙望遠鏡	うちゅうぼうえんきょう	182950	
ステレオ放送	ステレオほうそう	182952	
ヒップアップ	ヒップアップ	182953	
ソテロ	ソテロ	182954	
リミニ	リミニ	182955	
ウォラストン	ウォラストン	182956	
袖山	そでやま	182957	
音型	おんけい	182958	
りゅうき	りゅうき	182960	
飲水	のみみず	182961	
空で覚える	そらでおぼえる	182962	234450
露天商人	ろてんしょうにん	182963	
マラバル	マラバル	182964	
アクティビティー	アクティビティー	182965	
ほうなん	ほうなん	182967	
りょううで	りょううで	182968	
儒道	じゅどう	182969	
笛子	てきし	182970	
第一部長	だいいちぶちょう	182971	
血沈	けっちん	182972	256130
クチクラ	クチクラ	182973	
儁	しゅん	182975	
ふえふき	ふえふき	182976	
仏教書	ぶっきょうしょ	182977	
ッショ	ッショ	182978	
東松山市	ひがしまつやまし	182979	
羅什	らじゅう	182980	
アイジン	アイジン	182981	
いこうき	いこうき	182983	
猫トイレ	ねこトイレ	182984	
薄揚げ	うすあげ	182985	
レオシュ	レオシュ	182986	
盤踞	ばんきょ	182987	
スコタイ	スコタイ	182988	
アレキシサイミア	アレキシサイミア	182990	
神政	しんせい	182991	
ライシャワー	ライシャワー	182992	
割付	わりつけ	182993	
聞手	ききて	182994	
しやくしょ	しやくしょ	182995	
ユニックス	ユニックス	182996	
ノーウェイト	ノーウェイト	182998	
コミンフォルム	コミンフォルム	182999	
七顛八倒	しちてんばっとう	183000	189338
駆け上る	かけあがる	183001	56495
どじょう	どじょう	183002	
じつりょく	じつりょく	183003	
振り起こす	ふりおこす	183005	
コナイダ	コナイダ	183006	
ラウフ	ラウフ	183007	
いく重にも	いくえにも	183008	98822
おおつぶ	おおつぶ	183010	
禍福は糾える縄のごとし	かふくはあざなえるなわのごとし	183011	
星草	ほしくさ	183012	
丸太足場	まるたあしば	183013	281359
構文規則	こうぶんきそく	183014	
田植歌	たうえうた	183016	275826
オセッカイ	オセッカイ	183017	
キンギョソウ	キンギョソウ	183018	
とうへい	とうへい	183019	
アクセス禁止	アクセスきんし	183021	
自然の懐	しぜんのふところ	183022	
デム	デム	183023	
核のごみ	かくのごみ	183024	
彩美	あやみ	183025	
みてのとおり	みてのとおり	183027	
補助犬	ほじょけん	183028	
集印	しゅういん	183029	
野見宿禰	のみすくね	183030	
七生報国	しちしょうほうこく	183031	
落葉高木	らくようこうぼく	183033	
積立てる	つみたてる	183034	265619
アマテラスオオミカミ	アマテラスオオミカミ	183035	
内的生活	ないてきせいかつ	183036	
エルマイラ	エルマイラ	183038	
多孔	たこう	183039	
グモウ	グモウ	183040	
堺澤	さかいざわ	183041	
瑠都	るつ	183042	
乗移る	のりうつる	183044	89352
まるがお	まるがお	183045	
黒八丈	くろはちじょう	183046	216201
かつじ	かつじ	183047	
とりおろす	とりおろす	183049	
いちゅう	いちゅう	183050	
無徳	むとく	183051	253211
山王祭	さんのうまつり	183052	287260
岩海苔	いわのり	183053	
懐郷病	かいきょうびょう	183055	
れいもつ	れいもつ	183056	
副島種臣	そえじまたねとみ	183057	
日本体操協会	にっぽんたいそうきょうかい	183058	
中里介山	なかざとかいざん	183060	
クツワ	クツワ	183061	
かまぼこ形	かまぼこがた	183062	316248
サルコジ	サルコジ	183063	
なべかま	なべかま	183064	
井上通泰	いのうえみちやす	183066	
サドマゾ	サドマゾ	183067	
原始プログラム	げんしプログラム	183068	
ふた付き	ふたつき	183069	76793
賛助員	さんじょいん	183071	
貧道	ひんどう	183072	290704
耐久消費財	たいきゅうしょうひざい	183073	
突っかけ	つっかけ	183074	65798
直木三十五賞	なおきさんじゅうごしょう	183075	
大石良雄	おおいしよしお	183077	
近古	きんこ	183078	
灰吹法	はいふきほう	183079	
映画学校	えいががっこう	183080	
ひんじゃく	ひんじゃく	183081	
めいせん	めいせん	183083	
国替	くにがえ	183084	
みそづけ	みそづけ	183085	
清水建設	しみずけんせつ	183086	
水準測量	すいじゅんそくりょう	183088	
ザイツェフ	ザイツェフ	183089	
下貼	したばり	183090	
つるっ禿	つるっぱげ	183091	110867
液体空気	えきたいくうき	183092	
ヤビツ峠	ヤビツとうげ	183094	
ルビオ	ルビオ	183095	
小競合い	こぜりあい	183096	106600
ひじちょうもく	ひじちょうもく	183097	
シュラッター	シュラッター	183099	
独立変数	どくりつへんすう	183100	
根元	こんげん	183101	190347
ジャコウジカ	ジャコウジカ	183102	
土井ヶ浜遺跡	どいがはまいせき	183104	
サイクリック	サイクリック	183105	
ボーリュー	ボーリュー	183106	
ユウビン	ユウビン	183107	
獣脚類	じゅうきゃくるい	183109	
落梅	らくばい	183110	
カッペリーニ	カッペリーニ	183111	
ふうふげんか	ふうふげんか	183112	
エアクラフト	エアクラフト	183114	
スティーヴンスン	スティーヴンスン	183115	
デプロイ	デプロイ	183116	
ろうほう	ろうほう	183117	
唐墨	からすみ	183119	101124
ユーザーＩＤ	ユーザーアイディー	183120	
連ちゃん	れんちゃん	183121	146169
ファルシー	ファルシー	183122	
ポン酢醤油	ポンずしょうゆ	183124	
トケイ	トケイ	183125	
裏写り	うらうつり	183126	
ノバラ	ノバラ	183127	
六ヶ敷い	むずかしい	183129	10286
うぐいす餡	うぐいすあん	183130	218458
索寞	さくばく	183131	
ジャギー	ジャギー	183132	
コレジヨ	コレジヨ	183134	
虐政	ぎゃくせい	183135	295569
ひたいをあつめる	ひたいをあつめる	183136	
股ずれ	またずれ	183137	
花樹	かじゅ	183139	
廃社	はいしゃ	183140	
ミナミナ	ミナミナ	183141	
勧進相撲	かんじんずもう	183142	
俗務	ぞくむ	183144	277808
ゴム銃	ゴムじゅう	183145	
アイザ	アイザ	183146	
おびあげ	おびあげ	183147	
通信ソフト	つうしんソフト	183149	
通貫	つうかん	183150	
寄せ波	よせなみ	183151	236227
盤珪	ばんけい	183152	
宗桂	そうけい	183154	
すごろくばん	すごろくばん	183155	
ウラドラ	ウラドラ	183156	
霽月	せいげつ	183157	
シールド工法	シールドこうほう	183159	
精神保健	せいしんほけん	183160	
ゲアリー	ゲアリー	183161	
ソノママ	ソノママ	183162	
再製	さいせい	183164	
スピック	スピック	183165	
オデール	オデール	183166	
のざわな	のざわな	183167	
特許法	とっきょほう	183169	
サナカ	サナカ	183170	
おいない	おいない	183171	
感化院	かんかいん	183172	
歯科技工士	しかぎこうし	183174	
乾燥無味	かんそうむみ	183175	
はんぶんじょくれい	はんぶんじょくれい	183176	
イーサネット	イーサネット	183177	
キスラー	キスラー	183179	
愛蔵版	あいぞうばん	183180	
足のせ台	あしのせだい	183181	
ノンバンク	ノンバンク	183182	
奉納相撲	ほうのうずもう	183184	
トムリンソン	トムリンソン	183185	
私有財産制度	しゆうざいさんせいど	183186	
アトキンズ	アトキンズ	183187	
他化自在天	たけじざいてん	183189	233632
腸内フローラ	ちょうないフローラ	183190	
ポロニウム	ポロニウム	183191	
刃針	はばり	183192	
海岸伝い	かいがんづたい	183194	
バーブ	バーブ	183195	
劃時代的	かくじだいてき	183196	266660
ロバァト	ロバァト	183197	
ボーダーコリー	ボーダーコリー	183199	
電路	でんろ	183200	
ピートロ	ピートロ	183201	
保湿液	ほしつえき	183202	
糞土	ふんど	183203	
巻つける	まきつける	183205	53084
カーショップ	カーショップ	183206	
ポリマーアロイ	ポリマーアロイ	183207	
オオメ	オオメ	183208	
同音語	どうおんご	183210	
コロナショック	コロナショック	183211	
辰五郎	たつごろう	183212	
車前	おおばこ	183213	226914
ザーレ	ザーレ	183215	
電気溶接	でんきようせつ	183216	
フレーバ	フレーバ	183217	
ウィメンズ	ウィメンズ	183218	
日本学	にほんがく	183220	
スピニングリール	スピニングリール	183221	
稼ぎ高	かせぎだか	183222	
療病	りょうびょう	183223	
たたい	たたい	183224	
ヤコブ病	ヤコブびょう	183226	
主剤	しゅざい	183227	
ウォーキングデッド	ウォーキングデッド	183228	
げきつい	げきつい	183229	
なみだをうかべる	なみだをうかべる	183231	
リンガー	リンガー	183232	
性別適合手術	せいべつてきごうしゅじゅつ	183233	
突上げる	つきあげる	183234	48489
測鉛	そくえん	183236	314758
獣帯	じゅうたい	183237	
立科	たてしな	183238	
トムソンガゼル	トムソンガゼル	183239	
妻夫木	つまぶき	183241	
通し狂言	とおしきょうげん	183242	
禿木	とくぼく	183243	
周勃	しゅうぼつ	183244	
脊髄炎	せきずいえん	183245	246866
ワイパフ	ワイパフ	183247	
ブートストラップ	ブートストラップ	183248	
勃起障害	ぼっきしょうがい	183249	
慧鶴	えかく	183250	
遠野駅	とおのえき	183252	
サクラチル	サクラチル	183253	
数奇屋	すきや	183254	231777
アイガー	アイガー	183255	
膣分泌液	ちつぶんぴつえき	183257	
対数表	たいすうひょう	183258	
科学革命	かがくかくめい	183259	
警句を吐く	けいくをはく	183260	
社会保険労務士	しゃかいほけんろうむし	183261	
ゼロメートル	ゼロメートル	183263	
まぶだち	まぶだち	183264	
マカロック	マカロック	183265	
きんもう	きんもう	183266	
カルマン症候群	カルマンしょうこうぐん	183268	
国民総生産	こくみんそうせいさん	183269	
ファミリー・ネーム	ファミリー・ネーム	183270	
もえさし	もえさし	183271	
肯んずる	がえんずる	183273	184188
角牛	かくぎゅう	183274	
末客	まっきゃく	183275	
タウンズ	タウンズ	183276	
康三	やすぞう	183278	
りょうがえ	りょうがえ	183279	
テュロス	テュロス	183280	
書留郵便	かきとめゆうびん	183281	
阻隔	そかく	183282	
契約更改	けいやくこうかい	183284	
在日朝鮮人	ざいにちちょうせんじん	183285	
モンタルバン	モンタルバン	183286	
ボディートーク	ボディートーク	183287	
中北部	ちゅうほくぶ	183289	
さくらまつり	さくらまつり	183290	
免訴	めんそ	183291	
ショジョ	ショジョ	183292	
女性実業家	じょせいじつぎょうか	183294	
教育支援	きょういくしえん	183295	
ヒネス	ヒネス	183296	
笹沼	ささぬま	183297	
青札	あおふだ	183299	
党是	とうぜ	183300	
七五三	しめ	183301	
くいしんぼ	くいしんぼ	183302	
党史	とうし	183303	
しんばりぼう	しんばりぼう	183305	
まえがみ	まえがみ	183306	
布設	ふせつ	183307	142361
葉叢	はむら	183308	
曝書	ばくしょ	183309	266162
早替り	はやがわり	183311	202479
岩佐又兵衛	いわさまたべい	183312	
ウキワ	ウキワ	183313	
替え芯	かえしん	183314	
豊後梅	ぶんごうめ	183315	257915
業容	ぎょうよう	183316	
ときをつくる	ときをつくる	183318	
ヴェロン	ヴェロン	183319	
うたびと	うたびと	183320	
ウンタラ	ウンタラ	183321	
請出す	うけだす	183322	230429
メデリン	メデリン	183324	
寄居町	よりいちょう	183325	
細胞培養	さいぼうばいよう	183326	
仕組債	しくみさい	183327	
潮待ち	しおまち	183328	
静的変数	せいてきへんすう	183330	
再構	さいこう	183331	
スクレイパー	スクレイパー	183332	
Ｆ値	エフち	183333	
名誉博士号	めいよはくしごう	183334	
薩摩焼	さつまやき	183336	
贖罪の山羊	しょくざいのやぎ	183337	
羃級数	べききゅうすう	183338	
天測航法	てんそくこうほう	183339	
バレンツ海	バレンツかい	183340	
庚子	かのえね	183341	
義和団の乱	ぎわだんのらん	183343	
ぼうえき	ぼうえき	183344	
ボツリヌス毒素	ボツリヌスどくそ	183345	
丸干し	まるぼし	183346	
ブルーマー	ブルーマー	183347	
モンゴル国	モンゴルこく	183349	
ラウンズベリー	ラウンズベリー	183350	
くみたてる	くみたてる	183351	
吉野時代	よしのじだい	183352	
何晏	かあん	183353	
背割	せわり	183355	249021
ザント	ザント	183356	
過労自殺	かろうじさつ	183357	
祭壇画	さいだんが	183358	
ウラジロ	ウラジロ	183359	
詩興	しきょう	183361	
山階	やましな	183362	
はやま	はやま	183363	
象牙海岸	ぞうげかいがん	183364	
山袴	さんぱく	183365	
検査所	けんさじょ	183366	
苛虐	かぎゃく	183368	
頴川	えいせん	183369	
久彌	ひさや	183370	
新知	しんち	183371	
あらひとがみ	あらひとがみ	183372	
金雀児	えにしだ	183374	
従軍牧師	じゅうぐんぼくし	183375	
よせい	よせい	183376	
ケンシ	ケンシ	183377	
シート・ベルト	シート・ベルト	183378	
あじゃぱあ	あじゃぱあ	183380	
ウィギンズ	ウィギンズ	183381	
いっちょうあがり	いっちょうあがり	183382	
判断中止	はんだんちゅうし	183383	
決議文	けつぎぶん	183384	
率然	そつぜん	183386	
席がえ	せきがえ	183387	
在阪	ざいはん	183388	
ハンチョウ	ハンチョウ	183389	
あたえたまう	あたえたまう	183390	
ウカイ	ウカイ	183391	
春外套	はるがいとう	183393	299438
力学的エネルギー	りきがくてきエネルギー	183394	
九柱戯	きゅうちゅうぎ	183395	
トランスレート	トランスレート	183396	
えんぴつの芯	えんぴつのしん	183397	
草根	そうこん	183399	
パターン一致	パターンいっち	183400	
サマルカンド	サマルカンド	183401	
合繊	ごうせん	183402	
ヰタ・セクスアリス	ヰタ・セクスアリス	183403	
世界語	せかいご	183404	
足が遠退く	あしがとおのく	183406	
フリー記者	フリーきしゃ	183407	
かさなり	かさなり	183408	
宇治山田駅	うじやまだえき	183409	
呟きサイト	つぶやきサイト	183410	
ニューレフト	ニューレフト	183411	
マンディ	マンディ	183412	
幽鬱	ゆううつ	183414	50895
債権国	さいけんこく	183415	
言い成り	いいなり	183416	280248
ぜんだく	ぜんだく	183417	
潘基文	ぱんぎむん	183418	
高床式倉庫	たかゆかしきそうこ	183419	
がんしょう	がんしょう	183421	
アンシクロペディスト	アンシクロペディスト	183422	
院号	いんごう	183423	
垂乳根	たらちね	183424	143454
つりぼり	つりぼり	183425	
イナウ	イナウ	183426	
晩景	ばんけい	183427	
昼帯	ひるおび	183429	228302
晶太	しょうた	183430	
ジュス	ジュス	183431	
リグレー	リグレー	183432	
きんばく	きんばく	183433	
マックレディ	マックレディ	183434	
ミントン	ミントン	183435	
黄櫨	はぜのき	183437	223191
アンドゥー	アンドゥー	183438	
前置胎盤	ぜんちたいばん	183439	
インタプリタ	インタプリタ	183440	
ヘーグ	ヘーグ	183441	
ッチョ	ッチョ	183442	
運送人	うんそうにん	183444	
夜蛾	やが	183445	54486
アンダースカート	アンダースカート	183446	
増粘剤	ぞうねんざい	183447	
永い事	ながいこと	183448	85059
飛子	とびこ	183449	
水酸化カルシウム	すいさんかカルシウム	183450	
ブリスター	ブリスター	183452	
蛮神	ばんしん	183453	281431
ふき	ふき	183454	
アクセス不能	アクセスふのう	183455	
岩石系	がんせきけい	183456	
堕罪	だざい	183457	219825
地仙	ちせん	183458	
ハニカム	ハニカム	183460	
カーマニア	カーマニア	183461	
むくげ	むくげ	183462	
多糖	たとう	183463	
金糸雀色	きんしじゃくいろ	183464	
愛様	いとさん	183465	182203
ベスポジ	ベスポジ	183467	
御子さま	おこさま	183468	162540
飯碗	めしわん	183469	
イニシアティヴ	イニシアティヴ	183470	
ゴム編み	ゴムあみ	183471	
こうりゃく	こうりゃく	183472	
耕四郎	こうしろう	183473	
六府	ろっぷ	183475	220542
アモルファス	アモルファス	183476	
バック・ミラー	バック・ミラー	183477	
ふかつ	ふかつ	183478	
仏教学	ぶっきょうがく	183479	
金剛峰寺	こんごうぶじ	183480	
苦況	くきょう	183481	166928
慈善鍋	じぜんなべ	183483	291154
当り障り	あたりさわり	183484	112632
多系統	たけいとう	183485	
げんどう	げんどう	183486	
異機種	いきしゅ	183487	307163
千波万波	せんぱばんぱ	183488	
有彩色	ゆうさいしょく	183490	
インフラストラクチャー	インフラストラクチャー	183491	
ペッグ	ペッグ	183492	
三周忌	さんしゅうき	183493	
から拭き	からぶき	183494	191107
ベルブルグ	ベルブルグ	183495	
サーティー	サーティー	183496	
株価上昇	かぶかじょうしょう	183498	
刀下	とうか	183499	
宗国	そうこく	183500	
カセットレコーダー	カセットレコーダー	183501	
ぼつご	ぼつご	183502	
三嘆	さんたん	183503	162823
近代合理主義	きんだいごうりしゅぎ	183505	
いかれぽんち	いかれぽんち	183506	
企業倫理	きぎょうりんり	183507	
掘抜井戸	ほりぬきいど	183508	271028
クマドリ	クマドリ	183510	
サイネージ	サイネージ	183511	
じょくせ	じょくせ	183512	
瘻孔	ろうこう	183513	
味付け卵	あじつけたまご	183515	
妙王	みょうおう	183516	255753
トウブ	トウブ	183517	
からすてんぐ	からすてんぐ	183518	
イヌ	イヌ	183520	
キューブラー	キューブラー	183521	
パターゴルフ	パターゴルフ	183522	
独占企業	どくせんきぎょう	183523	
応接係	おうせつかかり	183524	
フクギ	フクギ	183526	
過不及	かふきゅう	183527	288507
独居監房	どっきょかんぼう	183528	
トラピスト	トラピスト	183529	
権利を侵す	けんりをおかす	183531	
スナガミ	スナガミ	183532	
浸く	つく	183533	198801
エアプランツ	エアプランツ	183534	
神社本庁	じんじゃほんちょう	183536	
万能ねぎ	ばんのうねぎ	183537	
切り去る	きりさる	183538	250230
寒冷紗	かんれいしゃ	183539	257184
読みつぐ	よみつぐ	183541	
筆筒	ふでづつ	183542	
正文	しょうもん	183543	
エレクトリックギター	エレクトリックギター	183544	
だっかい	だっかい	183545	
巾子	こじ	183547	
小型乗用車	こがたじょうようしゃ	183548	
しょたいめん	しょたいめん	183549	
足頸	あしくび	183550	252807
ちょうぶん	ちょうぶん	183552	
マモナク	マモナク	183553	
クグリ	クグリ	183554	
逃腰	にげごし	183555	234514
拡張スロット	かくちょうスロット	183557	
断言的	だんげんてき	183558	
臨川寺	りんかわでら	183559	
個体発生	こたいはっせい	183560	
青梗菜	チンゲンサイ	183561	137544
ふるちん	ふるちん	183563	
スルファニルアミド	スルファニルアミド	183564	
レコメンド	レコメンド	183565	
オールラウンドプレーヤー	オールラウンドプレーヤー	183566	
まさるともおとらぬ	まさるともおとらぬ	183568	
移動車	いどうしゃ	183569	
ヨコヅナ	ヨコヅナ	183570	
母子草	ははこぐさ	183571	
蘭鋳	らんちゅう	183573	261481
常盤御前	ときわごぜん	183574	
らんせい	らんせい	183575	
犬カフェ	いぬカフェ	183576	
旱害	かんがい	183578	
叶恵	かなえ	183579	
